Genre,Name,Platform,Publisher,Year,EU Sales,Global Sales,JP Sales,NA Sales,Other Sales,Rank
Action,Way of the Samurai 2 Portable,PSP,Spike,2009,0,0.04,0.04,0,0,13659
Action,Shin Sangoku Musou 5 Special,PSP,Tecmo Koei,2009,0,0.05,0.05,0,0,12984
Action,Evangelion: Jo,PSP,Namco Bandai Games,2009,0,0.06,0.06,0,0,12720
Action,Zettai Zetsumei Toshi 3: Kowareyuku Machi to Kanojyo no Uta,PSP,Irem Software Engineering,2009,0,0.07,0.07,0,0,11994
Action,Macross Ultimate Frontier,PSP,Namco Bandai Games,2009,0,0.17,0.17,0,0,8311
Action,Sengoku Basara: Battle Heroes,PSP,Capcom,2009,0,0.26,0.26,0,0,6523
Action,The Secret Saturdays: Beasts of the 5th Sun,PSP,D3Publisher,2009,0,0.09,0,0.08,0.01,10975
Action,SpongeBob's Truth or Square,PSP,THQ,2009,0.04,0.07,0,0.02,0.01,11904
Action,Tenchu: Shadow Assassins,PSP,Ubisoft,2009,0.03,0.12,0.05,0.03,0.01,9778
Action,Undead Knights,PSP,Ubisoft Annecy,2009,0.01,0.12,0.06,0.05,0.01,9728
Action,Ghostbusters: The Video Game,PSP,Atari,2009,0.01,0.18,0,0.16,0.02,8038
Action,G.I. Joe: The Rise of Cobra,PSP,Electronic Arts,2009,0.02,0.14,0,0.11,0.02,9036
Action,Obscure: The Aftermath,PSP,Playlogic Game Factory,2009,0.03,0.09,0,0.05,0.02,11020
Action,Dynasty Warriors: Strikeforce,PSP,Ubisoft Annecy,2009,0.03,0.45,0.38,0.03,0.02,4312
Action,X-Men Origins: Wolverine,PSP,Activision,2009,0.03,0.19,0,0.13,0.03,7783
Action,G-Force,PSP,Electronic Arts,2009,0.07,0.36,0,0.24,0.05,5258
Action,Indiana Jones and the Staff of Kings,PSP,Activision,2009,0.1,0.26,0,0.11,0.06,6534
Action,Up,PSP,THQ,2009,0.1,0.41,0,0.24,0.07,4721
Action,Star Wars The Clone Wars: Republic Heroes,PSP,LucasArts,2009,0.13,0.42,0,0.21,0.08,4657
Action,Ben 10 Alien Force: Vilgax Attacks,PSP,D3Publisher,2009,0.19,0.42,0,0.13,0.11,4573
Action,Harry Potter and the Half-Blood Prince,PSP,Electronic Arts,2009,0.21,0.51,0,0.18,0.12,3928
Action,LEGO Indiana Jones 2: The Adventure Continues,PSP,Activision,2009,0.24,0.59,0,0.21,0.14,3404
Action,Avatar: The Game,PSP,Ubisoft,2009,0.24,0.6,0,0.22,0.14,3357
Action,Grand Theft Auto: Chinatown Wars,PSP,Take-Two Interactive,2009,0.5,1.08,0.03,0.28,0.28,1904
Action,Assassin's Creed: Bloodlines,PSP,Ubisoft,2009,0.48,1.24,0.05,0.43,0.28,1605
Action,Kingdom: Ikkitousen no Ken,PSP,Konami Digital Entertainment,2010,0,0.02,0.02,0,0,15087
Action,Metal Fight Beyblade Portable: Chouzetsu Tensei Vulcan Horses,PSP,Takara Tomy,2010,0,0.02,0.02,0,0,15581
Action,Shin Sangoku Musou 5 Empires,PSP,Tecmo Koei,2010,0,0.05,0.05,0,0,12872
Action,Ikki Tousen: Xross Impact,PSP,Marvelous Interactive,2010,0,0.06,0.06,0,0,12288
Action,Hagane no Renkinjutsushi - Fullmetal Alchemist: Yakusoku no Hi e,PSP,Namco Bandai Games,2010,0,0.06,0.06,0,0,12477
Action,Busou Shinki: Battle Masters,PSP,Konami Digital Entertainment,2010,0,0.07,0.07,0,0,11835
Action,Shin Sangoku Musou: Multi Raid 2,PSP,Tecmo Koei,2010,0,0.11,0.11,0,0,10054
Action,Gundam Assault Survive,PSP,Namco Bandai Games,2010,0,0.17,0.17,0,0,8348
Action,Kenka Banchou 4: Ichinen Sensou,PSP,Spike,2010,0,0.19,0.19,0,0,7878
Action,Gods Eater Burst,PSP,Namco Bandai Games,2010,0,0.66,0.62,0.03,0,3086
Action,God Eater,PSP,Unknown,2010,0,0.72,0.72,0,0,2831
Action,Gladiator Begins,PSP,PQube,2010,0.01,0.12,0.05,0.05,0.01,9716
Action,The Lord of the Rings: Aragorn's Quest,PSP,Warner Bros. Interactive Entertainment,2010,0.02,0.12,0,0.07,0.02,9944
Action,Fat Princess: Fistful of Cake,PSP,Sony Computer Entertainment,2010,0.02,0.12,0,0.08,0.02,9815
Action,TRON: Evolution,PSP,Disney Interactive Studios,2010,0.02,0.13,0,0.09,0.02,9491
Action,Naruto Shippuden: Kizuna Drive,PSP,Namco Bandai Games,2010,0.02,0.13,0.05,0.04,0.02,9458
Action,NBA 2K11,PSP,Take-Two Interactive,2010,0,0.42,0,0.39,0.03,4658
Action,Bakugan Battle Brawlers: Defenders of the Core,PSP,Activision,2010,0.04,0.15,0,0.09,0.03,8855
Action,Dante's Inferno,PSP,Electronic Arts,2010,0.03,0.19,0.01,0.12,0.03,7793
Action,Iron Man 2,PSP,Sega,2010,0.12,0.38,0,0.18,0.07,5042
Action,Silent Hill: Shattered Memories,PSP,Konami Digital Entertainment,2010,0.13,0.31,0.01,0.09,0.08,5812
Action,Prince of Persia: The Forgotten Sands,PSP,Ubisoft,2010,0.18,0.37,0.01,0.09,0.1,5113
Action,Toy Story 3: The Video Game,PSP,Disney Interactive Studios,2010,0.25,0.66,0,0.27,0.14,3078
Action,LEGO Harry Potter: Years 1-4,PSP,Warner Bros. Interactive Entertainment,2010,0.37,0.71,0,0.14,0.19,2888
Action,God of War: Ghost of Sparta,PSP,Sony Computer Entertainment,2010,0.36,1.01,0.03,0.41,0.21,2045
Action,Onechanbara Special,PSP,D3Publisher,2011,0,0.02,0.02,0,0,15358
Action,Bunmei Haruka: Aoiza Ibunroku,PSP,FuRyu,2011,0,0.02,0.02,0,0,14979
Action,Nano Diver,PSP,Takara Tomy,2011,0,0.02,0.02,0,0,15734
Action,GachiTora! Abarenbou Kyoushi in High School,PSP,Spike,2011,0,0.05,0.05,0,0,12877
Action,Busou Shinki: Battle Masters Mk. 2,PSP,Konami Digital Entertainment,2011,0,0.11,0.11,0,0,10412
Action,Shin Sangoku Musou 6 Special,PSP,Tecmo Koei,2011,0,0.11,0.11,0,0,10205
Action,Gundam Memories: Tatakai no Kioku,PSP,Namco Bandai Games,2011,0,0.12,0.12,0,0,9762
Action,Macross Triangle Frontier,PSP,Namco Bandai Games,2011,0,0.12,0.12,0,0,9810
Action,Earth Defense Force 2: Invaders from Planet Space,PSP,D3Publisher,2011,0,0.14,0.14,0,0,9172
Action,Kenka Banchou 5: Otoko no Housoku,PSP,Spike,2011,0,0.14,0.14,0,0,9050
Action,Sengoku Basara: Chronicle Heroes,PSP,Capcom,2011,0,0.16,0.16,0,0,8579
Action,Danball Senki Boost,PSP,Level 5,2011,0,0.22,0.22,0,0,7157
Action,Invizimals: The Lost Tribes,PSP,Sony Computer Entertainment,2011,0.08,0.11,0,0,0.04,10109
Action,Pro Evolution Soccer 2012,PSP,Konami Digital Entertainment,2011,0.12,0.57,0.29,0.1,0.07,3537
Action,LEGO Pirates of the Caribbean: The Video Game,PSP,Disney Interactive Studios,2011,0.15,0.34,0,0.11,0.08,5355
Action,LEGO Star Wars III: The Clone Wars,PSP,LucasArts,2011,0.17,0.39,0,0.14,0.09,4901
Action,Unending Bloody Call,PSP,Asgard,2012,0,0.01,0.01,0,0,16498
Action,Koi Sentai Love & Peace the P.S.P: Power Zenkai! Special Youso Tenkomori de Portable Ka Daisakusen de Aru!,PSP,Broccoli,2012,0,0.01,0.01,0,0,16488
Action,Bunmei Kaika: Aoiza Ibunroku Saien,PSP,FuRyu,2012,0,0.01,0.01,0,0,16217
Action,Miyako: Awayuki no Utage,PSP,Idea Factory,2012,0,0.01,0.01,0,0,16099
Action,Tsuyo Kiss 3 Portable,PSP,NetRevo,2012,0,0.01,0.01,0,0,16303
Action,Abunai: Koi no Sousa Shitsu,PSP,Quinrose,2012,0,0.01,0.01,0,0,16052
Action,Hyakki Yagyou Kaidan Romance,PSP,Quinrose,2012,0,0.01,0.01,0,0,16549
Action,Ano Hi Mita Hana no Namae o Bokutachi wa Mada Shiranai,PSP,5pb,2012,0,0.02,0.02,0,0,14955
Action,Arcana Famiglia: Vascello Phantasma no Majutsushi,PSP,Comfort,2012,0,0.02,0.02,0,0,15400
Action,Seinaru Kana: Orichalcum no Na no Motoni,PSP,CyberFront,2012,0,0.02,0.02,0,0,15646
Action,Custom Drive,PSP,D3Publisher,2012,0,0.02,0.02,0,0,15813
Action,Storm Lover Kai!!,PSP,D3Publisher,2012,0,0.02,0.02,0,0,15929
Action,Ore wa Shoujo Mangaka,PSP,Giza10,2012,0,0.02,0.02,0,0,15825
Action,Elkrone no Atelier: Dear for Otomate,PSP,Idea Factory,2012,0,0.02,0.02,0,0,15735
Action,Genroh,PSP,Idea Factory,2012,0,0.02,0.02,0,0,15219
Action,Kimikare: New Semester,PSP,Idea Factory,2012,0,0.02,0.02,0,0,15637
Action,L.G.S: Shinsetsu Houshinengi,PSP,Idea Factory,2012,0,0.02,0.02,0,0,15757
Action,Soukoku no Kusabi: Hiiro no Kakera 3 - Ashita e no Tobira,PSP,Idea Factory,2012,0,0.02,0.02,0,0,15515
Action,Kokoro Connect: Yochi Random,PSP,Namco Bandai Games,2012,0,0.02,0.02,0,0,15434
Action,Dies Irae: Amantes Amentes,PSP,Views,2012,0,0.02,0.02,0,0,15238
Action,Brothers Conflict: Passion Pink,PSP,Idea Factory,2012,0,0.03,0.03,0,0,14773
Action,Jyuzaengi: Engetsu Sangokuden,PSP,Idea Factory,2012,0,0.03,0.03,0,0,14444
Action,Even in a Game Listen to Me Girls. I Am Your Father!,PSP,Namco Bandai Games,2012,0,0.03,0.03,0,0,14128
Action,Tiger & Bunny: On-Air Jack!,PSP,Namco Bandai Games,2012,0,0.03,0.03,0,0,14749
Action,Oumagatoki: Kaidan Romance,PSP,Quinrose,2012,0,0.03,0.03,0,0,14570
Action,Sengoku Musou 3 Z Special,PSP,Ackkstudios,2012,0,0.04,0.04,0,0,13748
Action,Ailu de Puzzle,PSP,Capcom,2012,0,0.04,0.04,0,0,14029
Action,Hanaoni: Yume no Tsudzuki,PSP,Idea Factory,2012,0,0.04,0.04,0,0,13727
Action,Toki no Kizuna: Sekigahara Kitan,PSP,Idea Factory,2012,0,0.04,0.04,0,0,13976
Action,Ao no Exorcist: Genkoku no Labyrinth,PSP,Namco Bandai Games,2012,0,0.04,0.04,0,0,13924
Action,Detective Conan: Prelude from the Past,PSP,Namco Bandai Games,2012,0,0.04,0.04,0,0,14098
Action,Great Battle Full Blast,PSP,Namco Bandai Games,2012,0,0.04,0.04,0,0,13647
Action,Hunter x Hunter: Wonder Adventure,PSP,Namco Bandai Games,2012,0,0.04,0.04,0,0,13922
Action,Mobile Suit Gundam: Mokuba no Kiseki,PSP,Namco Bandai Games,2012,0,0.04,0.04,0,0,13862
Action,Hakuouki: Bakumatsu Musou Roku,PSP,Idea Factory,2012,0,0.05,0.05,0,0,13398
Action,Bakemonogatari Portable,PSP,Namco Bandai Games,2012,0,0.05,0.05,0,0,13075
Action,Steins;Gate: Hiyoku Renri no Darling,PSP,5pb,2012,0,0.06,0.06,0,0,12627
Action,Hakuouki: Yuugi Roku Ni - Matsuri Hayashi to Taishitachi,PSP,Idea Factory,2012,0,0.06,0.06,0,0,12744
Action,All Kamen Rider: Rider Generation 2,PSP,Namco Bandai Games,2012,0,0.06,0.06,0,0,12636
Action,Rurouni Kenshin: Meiji Kenyaku Romantan - Kansen,PSP,Namco Bandai Games,2012,0,0.06,0.06,0,0,12495
Action,Fairy Tail: Zelef Kakusei,PSP,Unknown,2012,0,0.07,0.07,0,0,12061
Action,Kenka Bancho Bros: Tokyo Battle Royale,PSP,Spike,2012,0,0.1,0.1,0,0,10433
Action,Mobile Suit Gundam Age: Universe Accel / Cosmic Drive,PSP,Namco Bandai Games,2012,0,0.11,0.11,0,0,10407
Action,My Little Sister Can't Be This Cute Portable,PSP,Namco Bandai Games,2012,0,0.11,0.11,0,0,10276
Action,Warriors Orochi 3,PSP,Ubisoft Annecy,2012,0,0.11,0.11,0,0,10390
Action,Nayuta no Kiseki,PSP,Nihon Falcom Corporation,2012,0,0.14,0.14,0,0,9328
Action,Jikkyou Powerful Pro Yakyuu 2012,PSP,Konami Digital Entertainment,2012,0,0.15,0.15,0,0,8810
Action,The Idolm@ster: Shiny Festa - Honey Sound / Funky Note / Groovy Tune,PSP,Namco Bandai Games,2012,0,0.17,0.17,0,0,8269
Action,Kurohyou 2: Ryu ga Gotoku Ashura Hen,PSP,Sega,2012,0,0.2,0.2,0,0,7580
Action,Digimon World Re:Digitize,PSP,Namco Bandai Games,2012,0,0.22,0.22,0,0,7309
Action,FIFA Soccer 13,PSP,Electronic Arts,2012,0.19,0.37,0.02,0.05,0.1,5131
Action,Tiger & Bunny: Hero's Day,PSP,D3Publisher,2013,0,0.02,0.02,0,0,15946
Action,Gintama no Sugoroku,PSP,Namco Bandai Games,2013,0,0.06,0.06,0,0,12758
Action,Uta no * Prince-Sama: All Star,PSP,Broccoli,2013,0,0.12,0.12,0,0,9887
Action,Fate/Extra CCC,PSP,Marvelous Entertainment,2013,0,0.12,0.12,0,0,9841
Action,Pro Evolution Soccer 2014,PSP,Konami Digital Entertainment,2013,0.03,0.17,0.14,0,0,8319
Action,Toukiden: The Age of Demons,PSP,Tecmo Koei,2013,0,0.18,0.18,0,0,8148
Action,Bakumatsu Rock,PSP,Marvelous Entertainment,2014,0,0.01,0.01,0,0,16219
Action,Juusanshi Engi Engetsu Sangokuden 2,PSP,Idea Factory,2014,0,0.02,0.02,0,0,14951
Action,Toukiden Kiwami,PSP,Tecmo Koei,2014,0,0.05,0.05,0,0,13428
Action,Meiji Toukyou Renka: Twilight Kiss,PSP,Broccoli,2015,0,0.02,0.02,0,0,15981
Action,Harukanaru Toki no Naka de 6,PSP,Tecmo Koei,2015,0,0.02,0.02,0,0,15933
Action,Uta no Prince-Sama: All Star After Secret,PSP,Broccoli,2015,0,0.08,0.08,0,0,11475
Action,Army Corps of Hell,PSV,Square Enix,2011,0.04,0.1,0,0.05,0.02,10456
Action,Shinobido 2: Tales of the Ninja,PSV,Sony Computer Entertainment,2011,0.05,0.16,0.02,0.06,0.03,8614
Action,Dynasty Warriors Next,PSV,Tecmo Koei,2011,0.07,0.27,0.11,0.06,0.03,6424
Action,Asphalt: Injection,PSV,Ubisoft,2011,0.06,0.23,0,0.14,0.04,6988
Action,Dokuro,PSV,GungHo,2012,0,0.01,0.01,0,0,16271
Action,Samurai & Dragons,PSV,Sega,2012,0,0.02,0.02,0,0,15386
Action,Little Busters! Converted Edition,PSV,Prototype,2012,0,0.03,0.03,0,0,14860
Action,Ou to Maou to 7-nin no Himegimitachi: Shin Ousama Monogatari,PSV,Konami Digital Entertainment,2012,0,0.04,0.04,0,0,13719
Action,Earth Defense Force 2017 Portable,PSV,D3Publisher,2012,0,0.06,0.06,0,0,12391
Action,Jikkyou Powerful Pro Yakyuu 2012,PSV,Konami Digital Entertainment,2012,0,0.09,0.09,0,0,11139
Action,Kidou Senshi Gundam Seed Battle Destiny,PSV,Namco Bandai Games,2012,0,0.12,0.12,0,0,9685
Action,Silent Hill: Book of Memories,PSV,Konami Digital Entertainment,2012,0.06,0.24,0,0.13,0.04,6948
Action,Dungeon Hunter Alliance,PSV,Ubisoft,2012,0.1,0.22,0,0.09,0.04,7214
Action,Ninja Gaiden Sigma,PSV,Tecmo Koei,2012,0.06,0.27,0.04,0.13,0.04,6419
Action,Ys: Memories of Celceta,PSV,Nihon Falcom Corporation,2012,0.01,0.29,0.1,0.15,0.04,6021
Action,LEGO Harry Potter: Years 5-7,PSV,Warner Bros. Interactive Entertainment,2012,0.1,0.24,0,0.09,0.05,6930
Action,LEGO Batman 2: DC Super Heroes,PSV,Warner Bros. Interactive Entertainment,2012,0.13,0.37,0,0.17,0.06,5158
Action,LEGO The Lord of the Rings,PSV,Warner Bros. Interactive Entertainment,2012,0.15,0.33,0,0.1,0.07,5563
Action,Metal Gear Solid HD Edition,PSV,Konami Digital Entertainment,2012,0.18,0.48,0.05,0.16,0.09,4088
Action,PlayStation All-Stars Battle Royale,PSV,Sony Computer Entertainment,2012,0.15,0.52,0.01,0.26,0.1,3852
Action,Gravity Rush,PSV,Sony Computer Entertainment,2012,0.2,0.64,0.09,0.26,0.1,3169
Action,FIFA Soccer 13,PSV,Electronic Arts,2012,0.3,0.47,0.05,0,0.12,4180
Action,Assassin's Creed III: Liberation,PSV,Ubisoft,2012,0.55,1.47,0.06,0.58,0.28,1288
Action,Call of Duty Black Ops: Declassified,PSV,Activision,2012,0.52,1.69,0.07,0.8,0.3,1073
Action,Ninja Gaiden Sigma 2,PSV,Tecmo Koei,2013,0,0.01,0.01,0,0,16123
Action,Warriors Orochi 3,PSV,Tecmo Koei,2013,0,0.07,0.07,0,0,11784
Action,Gekijouban Madoka Magicka: The Battle Pentagram,PSV,Namco Bandai Games,2013,0,0.08,0.08,0,0,11527
Action,Gundam Breaker,PSV,Namco Bandai Games,2013,0,0.09,0.09,0,0,10823
Action,Terraria,PSV,Screenlife,2013,0.01,0.11,0.09,0,0,10260
Action,One Piece: Pirate Warriors 2,PSV,Namco Bandai Games,2013,0,0.12,0.12,0,0,9706
Action,Dynasty Warriors: Gundam Reborn,PSV,Namco Bandai Games,2013,0,0.13,0.13,0,0,9629
Action,Disney Infinity,PSV,Disney Interactive Studios,2013,0,0.07,0,0.05,0.02,12230
Action,Invizimals: The Alliance,PSV,Sony Computer Entertainment,2013,0.05,0.07,0,0,0.02,11848
Action,Dynasty Warriors 8: Xtreme Legends,PSV,Tecmo Koei,2013,0.03,0.15,0.05,0.04,0.02,8990
Action,Akiba's Trip: Undead & Undressed,PSV,Nippon Ichi Software,2013,0.02,0.21,0.08,0.09,0.03,7338
Action,Toukiden: The Age of Demons,PSV,Tecmo Koei,2013,0.05,0.38,0.25,0.05,0.03,5068
Action,Batman: Arkham Origins Blackgate,PSV,Warner Bros. Interactive Entertainment,2013,0.2,0.53,0,0.2,0.13,3813
Action,LEGO Marvel Super Heroes,PSV,Warner Bros. Interactive Entertainment,2013,0.35,0.66,0,0.15,0.16,3082
Action,Diabolik Lovers: Vandead Carnival,PSV,Idea Factory,2014,0,0.02,0.02,0,0,14988
Action,Hyperdimension Neptunia mk2,PSV,Compile Heart,2014,0,0.04,0.04,0,0,13522
Action,To Love-Ru Trouble Darkness: Battle Ecstasy,PSV,FuRyu,2014,0,0.05,0.05,0,0,13393
Action,Bullet Girls,PSV,D3Publisher,2014,0,0.06,0.06,0,0,12289
Action,Samurai Warriors Chronicles 3,PSV,Tecmo Koei,2014,0,0.06,0.06,0,0,12312
Action,Girls und Panzer: I Will Master Tankery,PSV,Namco Bandai Games,2014,0,0.09,0.09,0,0,10919
Action,Samurai Warriors 4,PSV,Tecmo Koei,2014,0,0.11,0.11,0,0,10234
Action,Gundam Breaker 2,PSV,Namco Bandai Games,2014,0,0.15,0.15,0,0,8813
Action,Ratchet & Clank Collection,PSV,Sony Computer Entertainment,2014,0.05,0.06,0,0,0.01,12341
Action,Hyperdimension Neptunia Re;Birth 2,PSV,Idea Factory International,2014,0.02,0.09,0,0.05,0.02,11135
Action,Earth Defense Force 2: Invaders from Planet Space,PSV,Xseed Games,2014,0.01,0.11,0.04,0.04,0.02,10396
Action,Deception IV: Blood Ties,PSV,Tecmo Koei,2014,0.03,0.14,0.07,0.03,0.02,9003
Action,Hyperdimension Neptunia Re;Birth 3,PSV,Idea Factory International,2014,0.01,0.12,0,0.07,0.03,9969
Action,One Piece: Unlimited World Red,PSV,Namco Bandai Games,2014,0.04,0.17,0.04,0.06,0.03,8282
Action,Hyperdimension Neptunia U: Action Unleashed,PSV,Idea Factory International,2014,0.02,0.17,0.06,0.07,0.03,8226
Action,Toukiden Kiwami,PSV,Tecmo Koei,2014,0.05,0.3,0.17,0.05,0.03,5879
Action,Danganronpa Another Episode: Ultra Despair Girls,PSV,Nippon Ichi Software,2014,0.03,0.28,0.12,0.1,0.04,6212
Action,Soul Sacrifice Delta,PSV,Sony Computer Entertainment,2014,0.12,0.29,0.12,0.01,0.04,5973
Action,LEGO The Hobbit,PSV,Warner Bros. Interactive Entertainment,2014,0.13,0.21,0,0.03,0.05,7454
Action,God of War Collection,PSV,Sony Computer Entertainment,2014,0.1,0.33,0.01,0.14,0.07,5574
Action,The LEGO Movie Videogame,PSV,Warner Bros. Interactive Entertainment,2014,0.26,0.41,0,0.05,0.09,4734
Action,Lego Batman 3: Beyond Gotham,PSV,Warner Bros. Interactive Entertainment,2014,0.29,0.49,0,0.09,0.11,4029
Action,Professional Farmer 2016,PSV,Namco Bandai Games,2015,0.01,0.01,0,0,0,16327
Action,Infinite Stratos 2: Love and Purge,PSV,5pb,2015,0,0.01,0.01,0,0,16078
Action,Irotoridori no Sekai: World's End Re-Birth,PSV,HuneX,2015,0,0.01,0.01,0,0,16502
Action,Hakuoki: Reimeiroku - Omouhase Kara,PSV,Idea Factory,2015,0,0.01,0.01,0,0,16551
Action,Norn + Nonette: Last Era,PSV,Idea Factory,2015,0,0.01,0.01,0,0,16142
Action,"Shinobi, Koi Utsutsu: Setsugetsuka Koi Emaki",PSV,Idea Factory,2015,0,0.01,0.01,0,0,16480
Action,Durarara!! Relay,PSV,Kadokawa Games,2015,0,0.01,0.01,0,0,16306
Action,Fuuraiki 3,PSV,Unknown,2015,0,0.01,0.01,0,0,16149
Action,Hyakka Yakou,PSV,Unknown,2015,0,0.01,0.01,0,0,16203
Action,Gal Gun: Double Peace,PSV,PQube,2015,0.02,0.03,0.01,0,0,14361
Action,Lovely x Cation 1 & 2,PSV,5pb,2015,0,0.02,0.02,0,0,15564
Action,Saenai Kanojo no Sodatekata: Blessing Flowers,PSV,5pb,2015,0,0.02,0.02,0,0,15910
Action,Abunai: Koi no Sousa Shitsu,PSV,Asgard,2015,0,0.02,0.02,0,0,15752
Action,Date-A-Live Twin Edition: Rio Reincarnation,PSV,Compile Heart,2015,0,0.02,0.02,0,0,15475
Action,Otoko Yukaku,PSV,D3Publisher,2015,0,0.02,0.02,0,0,15496
Action,To Love-Ru Trouble: Darkness - True Princess,PSV,FuRyu,2015,0,0.02,0.02,0,0,15127
Action,Clock Zero: Shuuen no Ichibyou - ExTime,PSV,Idea Factory,2015,0,0.02,0.02,0,0,15772
Action,Hakuoki: Shinkai - Furi no Shou,PSV,Idea Factory,2015,0,0.02,0.02,0,0,15355
Action,Psychedelica of the Black Butterfly,PSV,Idea Factory,2015,0,0.02,0.02,0,0,15849
Action,Reine des Fleurs,PSV,Idea Factory,2015,0,0.02,0.02,0,0,15783
Action,Cross Ange: Tenshi to Ryuu no Rondo tr.,PSV,Namco Bandai Games,2015,0,0.02,0.02,0,0,15004
Action,Girl Friend Beta: Kimi to Sugosu Natsuyasumi,PSV,Namco Bandai Games,2015,0,0.02,0.02,0,0,15956
Action,Angelique Retour,PSV,Tecmo Koei,2015,0,0.02,0.02,0,0,15452
Action,Dynasty Warriors 8: Empires,PSV,Tecmo Koei,2015,0,0.02,0.02,0,0,15491
Action,Winning Post 8 2015,PSV,Tecmo Koei,2015,0,0.02,0.02,0,0,15043
Action,Ukiyo no Roushi,PSV,Unknown,2015,0,0.02,0.02,0,0,15160
Action,Bad Apple Wars,PSV,Idea Factory,2015,0,0.03,0.03,0,0,14441
Action,Diabolik Lovers: Dark Fate,PSV,Idea Factory,2015,0,0.03,0.03,0,0,14177
Action,Hakuoki Zuisouroku Omokage Hana,PSV,Idea Factory,2015,0,0.03,0.03,0,0,14385
Action,Ebikore Photo Kano Kiss,PSV,Kadokawa Games,2015,0,0.03,0.03,0,0,14440
Action,A Good Librarian Like a Good Shepherd: Library Party,PSV,Kaga Create,2015,0,0.03,0.03,0,0,14353
Action,Higurashi no Naku Koro ni Iki,PSV,Kaga Create,2015,0,0.03,0.03,0,0,14584
Action,Phantasy Star Online 2: Episode 3 Deluxe Package,PSV,Sega,2015,0,0.03,0.03,0,0,14552
Action,Harukanaru Toki no Naka de 6,PSV,Tecmo Koei,2015,0,0.03,0.03,0,0,14688
Action,Yuki Yuna is a Hero: Memory of the Forest,PSV,FuRyu,2015,0,0.04,0.04,0,0,13840
Action,World Trigger: Borderless Mission,PSV,Namco Bandai Games,2015,0,0.04,0.04,0,0,13477
Action,Shiren the Wanderer 5 Plus: Fortune Tower and the Dice of Fate,PSV,Aksys Games,2015,0,0.05,0.04,0.01,0,12861
Action,Luminous Arc Infinity,PSV,Marvel Entertainment,2015,0,0.05,0.05,0,0,13027
Action,Samurai Warriors 4-II,PSV,Tecmo Koei,2015,0,0.05,0.05,0,0,12893
Action,Samurai Warriors 4: Empires,PSV,Tecmo Koei,2015,0,0.05,0.05,0,0,12852
Action,Valkyrie Drive: Bhikkhuni,PSV,PQube,2015,0.01,0.08,0.07,0,0,11559
Action,Taiko no Tatsujin: V Version,PSV,Namco Bandai Games,2015,0,0.1,0.1,0,0,10443
Action,Pro Baseball Spirits 2015,PSV,Konami Digital Entertainment,2015,0,0.13,0.13,0,0,9413
Action,Mobile Suit Gundam: Extreme VS Force,PSV,Namco Bandai Games,2015,0,0.16,0.16,0,0,8466
Action,3rd Super Robot Wars Z: Tengoku-Hen,PSV,Namco Bandai Games,2015,0,0.19,0.19,0,0,7942
Action,God Eater Resurrection,PSV,Namco Bandai Games,2015,0,0.19,0.19,0,0,7901
Action,BlazBlue: Chrono Phantasma Extend,PSV,PQube,2015,0.05,0.07,0,0,0.01,11995
Action,MegaTagmension Blanc + Neptune VS Zombies,PSV,Idea Factory International,2015,0.03,0.12,0.05,0.02,0.01,9920
Action,Resident Evil: Revelations 2,PSV,Capcom,2015,0.05,0.13,0.06,0.01,0.01,9430
Action,Looney Tunes: Galactic Sports,PSV,Sony Computer Entertainment,2015,0.06,0.08,0,0,0.02,11542
Action,One Piece: Pirate Warriors 3,PSV,Namco Bandai Games,2015,0.07,0.22,0.13,0,0.02,7305
Action,Disney Infinity 2.0: Marvel Super Heroes,PSV,Disney Interactive Studios,2015,0.11,0.14,0,0,0.03,9039
Action,Senran Kagura: Estival Versus,PSV,Marvelous Interactive,2015,0.05,0.23,0.09,0.06,0.03,7126
Action,LEGO Ninjago: Shadow of Ronin,PSV,Warner Bros. Interactive Entertainment,2015,0.16,0.24,0,0.03,0.05,6781
Action,LEGO Jurassic World,PSV,Warner Bros. Interactive Entertainment,2015,0.23,0.41,0,0.09,0.09,4719
Action,Collar x Malice,PSV,Idea Factory,2016,0,0.01,0.01,0,0,16136
Action,Period Cube: Torikago no Amadeus,PSV,Idea Factory,2016,0,0.01,0.01,0,0,16322
Action,Uppers,PSV,Marvelous Entertainment,2016,0,0.01,0.01,0,0,16023
Action,Dance with Devils,PSV,N/A,2016,0,0.01,0.01,0,0,16370
Action,Coven and Labyrinth of Refrain,PSV,Nippon Ichi Software,2016,0,0.01,0.01,0,0,15984
Action,Chou Ezaru wa Akai Hana: Koi wa Tsuki ni Shirube Kareru,PSV,dramatic create,2016,0,0.01,0.01,0,0,16592
Action,Rose to Tasogare no Kojou,PSV,Nippon Ichi Software,2016,0,0.02,0.02,0,0,15499
Action,Kenka Bancho Otome,PSV,Screenlife,2016,0,0.02,0.02,0,0,15009
Action,La Corda d'Oro 4,PSV,Tecmo Koei,2016,0,0.02,0.02,0,0,15073
Action,Sengoku Otome: Legend Battle,PSV,Unknown,2016,0,0.02,0.02,0,0,15187
Action,Darius Burst: Chronicle Saviours,PSV,Kadokawa Games,2016,0,0.03,0.03,0,0,14695
Action,Bullet Girls 2,PSV,D3Publisher,2016,0,0.04,0.04,0,0,13888
Action,Refrain no Chika Meikyuu to Majo no Ryodan,PSV,Nippon Ichi Software,2016,0,0.04,0.04,0,0,13604
